f__objectid,발생년,발생월,발생일,발생시,발생날짜,발생분,주야,요일,dead,cnt,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,col1,사고유형_중분류,acc,acc1,법규위반_대분류,law,law1,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당,경도,위도,x,y
32,2017,1,8,0,2017년 1월 8일 일요일,40,야간,일,1,1,0,0,0,서울,영등포구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로내,이륜차,이륜차,승용차,승용차,126.9014769,37.50673726,126.9014788,37.50673886
92,2017,1,22,5,2017년 1월 22일 일요일,20,야간,일,1,2,0,1,0,서울,동작구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로내,승용차,승용차,승합차,승합차,126.9094408,37.49254496,126.9094379,37.49254218
232,2017,3,9,23,2017년 3월 9일 목요일,35,야간,목,1,1,0,0,0,서울,강북구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로횡단보도내,이륜차,이륜차,이륜차,이륜차,127.0230797,37.6334615,127.0230837,37.63346267
266,2017,3,19,9,2017년 3월 19일 일요일,25,주간,일,1,1,0,0,0,서울,마포구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로내,승용차,승용차,원동기장치자전거,원동기장치자전거,126.9116832,37.55419051,126.9116837,37.55419119
389,2017,5,6,14,2017년 5월 6일 토요일,18,주간,토,1,2,0,1,0,서울,동작구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로부근,원동기장치자전거,원동기장치자전거,승합차,승합차,126.9293173,37.51322959,126.9293176,37.51323052
427,2017,5,18,22,2017년 5월 18일 목요일,28,야간,목,1,1,0,0,0,서울,강남구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로부근,승용차,승용차,이륜차,이륜차,127.0467723,37.52421245,127.0467723,37.52421019
485,2017,6,9,1,2017년 6월 9일 금요일,20,야간,금,1,1,0,0,0,서울,강남구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로내,이륜차,이륜차,승용차,승용차,127.04857,37.47376123,127.0485689,37.47375879
580,2017,7,6,21,2017년 7월 6일 목요일,35,야간,목,1,1,0,0,0,서울,서대문구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로내,승합차,승합차,이륜차,이륜차,126.9060887,37.57436163,126.9060871,37.57436406
753,2017,8,25,15,2017년 8월 25일 금요일,40,주간,금,1,1,0,0,0,서울,동작구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로내,화물차,화물차,원동기장치자전거,원동기장치자전거,126.9204249,37.4998733,126.9204243,37.49987604
868,2017,9,25,14,2017년 9월 25일 월요일,39,주간,월,1,1,0,0,0,서울,성북구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,127.0237088,37.58637794,127.0237126,37.58638117
945,2017,10,16,21,2017년 10월 16일 월요일,58,야간,월,1,1,0,0,0,서울,은평구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로횡단보도내,원동기장치자전거,원동기장치자전거,승용차,승용차,126.9227474,37.60660411,126.9227509,37.60660225
947,2017,10,17,5,2017년 10월 17일 화요일,50,야간,화,1,2,1,0,0,서울,동작구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로내,승용차,승용차,원동기장치자전거,원동기장치자전거,126.91424,37.49653482,126.9142439,37.49653349
1041,2017,11,13,0,2017년 11월 13일 월요일,25,야간,월,1,1,0,0,0,서울,강남구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,0,"""신호위반""",교차로,교차로내,승합차,승합차,이륜차,이륜차,127.0518354,37.51591225,127.0518388,37.51590968
301,2017,4,5,5,2017년 4월 5일 수요일,27,야간,수,1,2,0,1,0,서울,노원구,차대차,1,기타,기타,기타,운전자법규위반,"""안전거리 미확보""","""안전거리 미확보""",단일로,터널안,승용차,승용차,화물차,화물차,127.0870455,37.67664241,127.0870438,37.67663955
1196,2017,12,29,4,2017년 12월 29일 금요일,54,야간,금,1,1,0,0,0,서울,서초구,차대차,1,기타,기타,기타,운전자법규위반,"""안전거리 미확보""","""안전거리 미확보""",단일로,기타단일로,건설기계,건설기계,이륜차,이륜차,126.9848065,37.46894854,126.9848065,37.46894634
204,2017,3,1,2,2017년 3월 1일 수요일,30,야간,수,1,1,0,0,0,서울,서대문구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전거리 미확보""","""안전거리 미확보""",단일로,기타단일로,승용차,승용차,이륜차,이륜차,126.9177337,37.56957943,126.9177293,37.56957947
318,2017,4,11,23,2017년 4월 11일 화요일,20,야간,화,1,4,1,2,0,서울,강동구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전거리 미확보""","""안전거리 미확보""",단일로,기타단일로,화물차,화물차,승용차,승용차,127.1769115,37.55471844,127.1769112,37.55471819
761,2017,8,28,2,2017년 8월 28일 월요일,5,야간,월,1,1,0,0,0,서울,광진구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전거리 미확보""","""안전거리 미확보""",기타,기타,개인형이동수단(PM),개인형이동수단(PM),승용차,승용차,127.073996,37.56091775,127.0740002,37.56092084
770,2017,8,31,14,2017년 8월 31일 목요일,33,주간,목,1,1,0,0,0,서울,성북구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전거리 미확보""","""안전거리 미확보""",단일로,기타단일로,건설기계,건설기계,원동기장치자전거,원동기장치자전거,127.0287409,37.60742649,127.0287431,37.60742778
55,2017,1,16,5,2017년 1월 16일 월요일,12,야간,월,1,3,1,1,0,서울,강남구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,승용차,승용차,이륜차,이륜차,127.0275518,37.49794369,127.0275484,37.49794465
170,2017,2,16,23,2017년 2월 16일 목요일,43,야간,목,1,1,0,0,0,서울,중랑구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,승용차,승용차,승용차,승용차,127.0800518,37.57275074,127.0800549,37.57274787
211,2017,3,4,11,2017년 3월 4일 토요일,12,주간,토,1,1,0,0,0,서울,강동구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,자전거,자전거,건설기계,건설기계,127.1711833,37.55717234,127.17118,37.5571751
240,2017,3,12,22,2017년 3월 12일 일요일,40,야간,일,1,1,0,0,0,서울,성동구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,이륜차,이륜차,화물차,화물차,127.0437508,37.56690688,127.043754,37.56690935
360,2017,4,26,5,2017년 4월 26일 수요일,0,야간,수,1,1,0,0,0,서울,서초구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,승합차,승합차,126.9897533,37.50648457,126.9897562,37.50648232
412,2017,5,15,9,2017년 5월 15일 월요일,17,주간,월,1,2,0,1,0,서울,강동구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,원동기장치자전거,원동기장치자전거,자전거,자전거,127.1652401,37.55190074,127.1652421,37.55189799
454,2017,5,28,18,2017년 5월 28일 일요일,7,야간,일,1,1,0,0,0,서울,광진구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,이륜차,이륜차,승용차,승용차,127.0747052,37.55926633,127.0747009,37.55926875
514,2017,6,17,4,2017년 6월 17일 토요일,0,야간,토,1,2,1,0,0,서울,도봉구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,지하차도(도로)내,이륜차,이륜차,승용차,승용차,127.0508525,37.64573856,127.0508507,37.64574052
536,2017,6,26,11,2017년 6월 26일 월요일,15,주간,월,1,4,1,2,0,서울,중구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승합차,승합차,자전거,자전거,127.0098183,37.55591863,127.0098156,37.55592173
860,2017,9,23,13,2017년 9월 23일 토요일,30,주간,토,1,1,0,0,0,서울,성동구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로부근,승합차,승합차,자전거,자전거,127.0377203,37.5716155,127.0377173,37.57161581
895,2017,9,30,4,2017년 9월 30일 토요일,15,야간,토,1,1,0,0,0,서울,강남구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,교량위,승용차,승용차,이륜차,이륜차,127.0557725,37.52749152,127.0557734,37.52749451
922,2017,10,10,23,2017년 10월 10일 화요일,21,야간,화,1,1,0,0,0,서울,성북구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,승용차,승용차,127.0524173,37.62108386,127.0524137,37.62108318
937,2017,10,15,6,2017년 10월 15일 일요일,0,주간,일,1,1,0,0,0,서울,광진구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,교량위,승용차,승용차,자전거,자전거,127.1087102,37.54377699,127.1087111,37.54377863
1007,2017,11,3,0,2017년 11월 3일 금요일,5,야간,금,1,1,0,0,0,서울,노원구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,지하차도(도로)내,승용차,승용차,이륜차,이륜차,127.0708947,37.62977834,127.0708921,37.6297775
1020,2017,11,6,15,2017년 11월 6일 월요일,55,주간,월,1,1,0,0,0,서울,구로구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,승용차,승용차,자전거,자전거,126.824608,37.48908893,126.82461,37.48909238
1152,2017,12,15,13,2017년 12월 15일 금요일,2,주간,금,1,1,0,0,0,서울,동작구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,원동기장치자전거,원동기장치자전거,화물차,화물차,126.9399429,37.50256335,126.9399447,37.50256281
1157,2017,12,16,12,2017년 12월 16일 토요일,25,주간,토,1,1,0,0,0,서울,송파구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,이륜차,이륜차,승용차,승용차,127.121653,37.53403947,127.1216559,37.53404135
1164,2017,12,19,23,2017년 12월 19일 화요일,21,야간,화,1,1,0,0,0,서울,관악구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,이륜차,이륜차,화물차,화물차,126.9587197,37.47333872,126.9587194,37.47333816
1172,2017,12,22,11,2017년 12월 22일 금요일,10,주간,금,1,1,0,0,0,서울,광진구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",기타,기타,원동기장치자전거,원동기장치자전거,건설기계,건설기계,127.0901962,37.54275876,127.0901969,37.54276009
1177,2017,12,23,17,2017년 12월 23일 토요일,20,주간,토,1,1,0,0,0,서울,노원구,차대차,1,기타,기타,기타,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,승용차,승용차,원동기장치자전거,원동기장치자전거,127.0693205,37.63939891,127.06932,37.63939555
16,2017,1,4,9,2017년 1월 4일 수요일,35,주간,수,1,1,0,0,0,서울,중랑구,차대차,1,정면충돌,정면충돌,정면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,자전거,자전거,승용차,승용차,127.0860718,37.5946351,127.0860736,37.59463824
258,2017,3,17,23,2017년 3월 17일 금요일,20,야간,금,1,2,0,1,0,서울,성동구,차대차,1,정면충돌,정면충돌,정면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,승용차,승용차,이륜차,이륜차,127.0259012,37.56750355,127.0259044,37.56750035
496,2017,6,12,13,2017년 6월 12일 월요일,42,주간,월,1,1,0,0,0,서울,영등포구,차대차,1,정면충돌,정면충돌,정면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",기타,기타,화물차,화물차,자전거,자전거,126.9057438,37.50513637,126.9057458,37.50513546
712,2017,8,14,13,2017년 8월 14일 월요일,58,주간,월,1,1,0,0,0,서울,강서구,차대차,1,정면충돌,정면충돌,정면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,이륜차,이륜차,승용차,승용차,126.8419636,37.55439939,126.8419654,37.55439772
241,2017,3,13,4,2017년 3월 13일 월요일,47,야간,월,2,2,0,0,0,서울,영등포구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,화물차,화물차,126.9064652,37.53547046,126.9064644,37.53547318
250,2017,3,15,14,2017년 3월 15일 수요일,50,주간,수,1,1,0,0,0,서울,도봉구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로부근,이륜차,이륜차,승합차,승합차,127.0155561,37.6576137,127.0155558,37.65761097
270,2017,3,20,21,2017년 3월 20일 월요일,7,야간,월,1,1,0,0,0,서울,강남구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,화물차,화물차,자전거,자전거,127.0936418,37.49187097,127.0936374,37.49187219
271,2017,3,21,3,2017년 3월 21일 화요일,55,야간,화,1,2,0,1,0,서울,강동구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,교량위,승용차,승용차,화물차,화물차,127.1123713,37.54286969,127.1123673,37.54286693
407,2017,5,13,19,2017년 5월 13일 토요일,40,야간,토,1,1,0,0,0,서울,구로구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,화물차,화물차,126.8399233,37.47501522,126.8399262,37.47501354
444,2017,5,24,23,2017년 5월 24일 수요일,25,야간,수,1,1,0,0,0,서울,송파구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,이륜차,이륜차,화물차,화물차,127.1460155,37.49704208,127.1460182,37.49703951
525,2017,6,21,21,2017년 6월 21일 수요일,55,야간,수,1,1,0,0,0,서울,중구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,이륜차,이륜차,화물차,화물차,127.0132241,37.56494621,127.0132202,37.56494409
590,2017,7,9,14,2017년 7월 9일 일요일,40,주간,일,2,16,4,9,1,서울,서초구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승합차,승합차,승용차,승용차,127.0474904,37.45567212,127.047491,37.45566952
645,2017,7,22,12,2017년 7월 22일 토요일,10,주간,토,1,4,1,2,0,서울,도봉구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,승용차,승용차,127.0248193,37.65216224,127.0248175,37.65216317
694,2017,8,6,23,2017년 8월 6일 일요일,15,야간,일,1,1,0,0,0,서울,강서구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,자전거,자전거,126.8156368,37.54867943,126.8156358,37.54867884
710,2017,8,13,2,2017년 8월 13일 일요일,2,야간,일,1,2,0,1,0,서울,동대문구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,교량위,승용차,승용차,건설기계,건설기계,127.0406544,37.59538645,127.0406548,37.5953856
796,2017,9,6,15,2017년 9월 6일 수요일,4,주간,수,1,4,0,3,0,서울,강남구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,화물차,화물차,화물차,화물차,127.1114178,37.48225915,127.1114151,37.48225645
872,2017,9,26,1,2017년 9월 26일 화요일,15,야간,화,1,1,0,0,0,서울,강서구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,화물차,화물차,126.8519851,37.56985876,126.8519816,37.56985715
875,2017,9,26,15,2017년 9월 26일 화요일,45,주간,화,2,3,0,1,0,서울,서초구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,승용차,승용차,127.0508366,37.45217316,127.0508327,37.45217522
965,2017,10,20,18,2017년 10월 20일 금요일,17,야간,금,1,2,0,1,0,서울,노원구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,이륜차,이륜차,승용차,승용차,127.0567561,37.66897929,127.0567526,37.66898177
1010,2017,11,3,18,2017년 11월 3일 금요일,53,야간,금,1,1,0,0,0,서울,종로구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,승용차,승용차,기타,기타,126.9921705,37.57049996,126.9921727,37.57049796
1187,2017,12,27,14,2017년 12월 27일 수요일,58,주간,수,1,6,1,4,0,서울,종로구,차대차,1,추돌,추돌,추돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,자전거,자전거,127.0109723,37.57164293,127.0109744,37.57164429
42,2017,1,10,22,2017년 1월 10일 화요일,0,야간,화,1,2,0,1,0,서울,양천구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,이륜차,이륜차,승합차,승합차,126.8833993,37.53665923,126.8833957,37.53666278
104,2017,1,25,23,2017년 1월 25일 수요일,54,야간,수,1,5,0,4,0,서울,송파구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,승용차,승용차,127.1465082,37.50772469,127.1465123,37.50772227
191,2017,2,24,20,2017년 2월 24일 금요일,23,야간,금,1,4,1,1,1,서울,송파구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,승용차,승용차,127.1287793,37.47504547,127.1287795,37.47504205
226,2017,3,7,9,2017년 3월 7일 화요일,0,주간,화,1,1,0,0,0,서울,동대문구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로부근,자전거,자전거,건설기계,건설기계,127.0650031,37.59449623,127.0649991,37.59449588
352,2017,4,24,5,2017년 4월 24일 월요일,30,야간,월,1,1,0,0,0,서울,강동구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로횡단보도내,자전거,자전거,승용차,승용차,127.1385521,37.53392114,127.1385532,37.53392025
520,2017,6,20,8,2017년 6월 20일 화요일,40,주간,화,1,2,1,0,0,서울,송파구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로횡단보도내,승합차,승합차,자전거,자전거,127.1131819,37.49769627,127.1131848,37.4976952
546,2017,6,28,23,2017년 6월 28일 수요일,20,야간,수,1,2,0,1,0,서울,서대문구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,이륜차,이륜차,이륜차,이륜차,126.9230741,37.5774924,126.9230743,37.57748955
612,2017,7,13,15,2017년 7월 13일 목요일,15,주간,목,1,1,0,0,0,서울,성동구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,자전거,자전거,승용차,승용차,127.0618852,37.54276527,127.061882,37.54276721
617,2017,7,14,12,2017년 7월 14일 금요일,10,주간,금,1,1,0,0,0,서울,은평구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로부근,이륜차,이륜차,건설기계,건설기계,126.8890992,37.58578506,126.8891,37.5857832
634,2017,7,20,0,2017년 7월 20일 목요일,35,야간,목,1,1,0,0,0,서울,도봉구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로부근,승용차,승용차,자전거,자전거,127.0398494,37.67086143,127.0398463,37.67085896
745,2017,8,23,16,2017년 8월 23일 수요일,50,주간,수,1,1,0,0,0,서울,성동구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로내,승용차,승용차,이륜차,이륜차,127.0449804,37.54532428,127.0449847,37.54532423
838,2017,9,18,18,2017년 9월 18일 월요일,23,야간,월,1,2,1,0,0,서울,동대문구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로부근,이륜차,이륜차,승용차,승용차,127.0498871,37.58402,127.0498895,37.58401777
908,2017,10,4,2,2017년 10월 4일 수요일,20,야간,수,1,1,0,0,0,서울,강북구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,승용차,승용차,127.0129107,37.62346918,127.0129148,37.62346675
925,2017,10,11,5,2017년 10월 11일 수요일,20,야간,수,1,1,0,0,0,서울,양천구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로부근,승용차,승용차,자전거,자전거,126.8365304,37.52233518,126.8365306,37.52233642
996,2017,10,30,16,2017년 10월 30일 월요일,23,주간,월,1,1,0,0,0,서울,강남구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",단일로,기타단일로,승용차,승용차,승용차,승용차,127.0585619,37.51699217,127.0585582,37.51699272
1140,2017,12,12,19,2017년 12월 12일 화요일,10,야간,화,1,1,0,0,0,서울,동대문구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로부근,이륜차,이륜차,화물차,화물차,127.0231226,37.57528,127.0231197,37.5752825
1145,2017,12,14,14,2017년 12월 14일 목요일,40,주간,목,1,1,0,0,0,서울,동작구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""안전운전 의무 불이행""","""안전운전 의무 불이행""",교차로,교차로횡단보도내,자전거,자전거,승합차,승합차,126.9389548,37.50458671,126.9389565,37.50458673
256,2017,3,17,14,2017년 3월 17일 금요일,25,주간,금,1,1,0,0,0,서울,종로구,차대차,1,기타,기타,기타,운전자법규위반,"""앞지르기 방법위반""","""앞지르기 방법위반""",단일로,기타단일로,승용차,승용차,이륜차,이륜차,126.9776201,37.61088875,126.97762,37.61088634
202,2017,2,28,23,2017년 2월 28일 화요일,20,야간,화,1,2,1,0,0,서울,강동구,차대차,1,기타,기타,기타,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",교차로,교차로부근,원동기장치자전거,원동기장치자전거,승합차,승합차,127.1381002,37.53375751,127.138104,37.53375641
46,2017,1,12,8,2017년 1월 12일 목요일,50,주간,목,1,1,0,0,0,서울,송파구,차대차,1,정면충돌,정면충돌,정면충돌,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",단일로,기타단일로,자전거,자전거,승합차,승합차,127.141916,37.50030167,127.1419129,37.50030365
159,2017,2,13,5,2017년 2월 13일 월요일,45,야간,월,1,2,0,1,0,서울,동대문구,차대차,1,정면충돌,정면충돌,정면충돌,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",단일로,기타단일로,화물차,화물차,승합차,승합차,127.0544618,37.58799426,127.0544619,37.58799706
442,2017,5,24,2,2017년 5월 24일 수요일,50,야간,수,1,1,0,0,0,서울,은평구,차대차,1,정면충돌,정면충돌,정면충돌,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",교차로,교차로부근,승용차,승용차,이륜차,이륜차,126.9230993,37.60064798,126.9231012,37.6006454
517,2017,6,18,4,2017년 6월 18일 일요일,30,야간,일,1,3,2,0,0,서울,영등포구,차대차,1,정면충돌,정면충돌,정면충돌,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",단일로,기타단일로,승용차,승용차,승용차,승용차,126.9062071,37.53234148,126.9062039,37.5323388
543,2017,6,28,20,2017년 6월 28일 수요일,31,야간,수,1,2,0,1,0,서울,동작구,차대차,1,정면충돌,정면충돌,정면충돌,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",단일로,고가도로위,이륜차,이륜차,승용차,승용차,126.9797307,37.47669603,126.979731,37.47669601
82,2017,1,20,11,2017년 1월 20일 금요일,20,주간,금,1,2,1,0,0,서울,광진구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",단일로,기타단일로,승용차,승용차,이륜차,이륜차,127.0712547,37.55125436,127.0712514,37.55125702
303,2017,4,6,3,2017년 4월 6일 목요일,10,야간,목,2,2,0,0,0,서울,광진구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,127.0799576,37.56995262,127.0799561,37.56994971
310,2017,4,7,21,2017년 4월 7일 금요일,0,야간,금,1,2,1,0,0,서울,도봉구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,127.0398531,37.66292069,127.0398553,37.66292325
556,2017,6,30,17,2017년 6월 30일 금요일,2,주간,금,1,2,1,0,0,서울,영등포구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",단일로,교량위,이륜차,이륜차,화물차,화물차,126.9067859,37.51499339,126.9067878,37.51499051
681,2017,8,2,6,2017년 8월 2일 수요일,40,주간,수,1,1,0,0,0,서울,성동구,차대차,1,측면충돌,측면충돌,측면충돌,운전자법규위반,"""중앙선 침범""","""중앙선 침범""",단일로,기타단일로,자전거,자전거,승용차,승용차,127.0640393,37.54803715,127.0640379,37.54803784
